Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,label_conflict,Review_Clean,Review_Preprocessed,Sentiment_Label,Emotion_Label
Office & Stationery,( ISI 30 Roll) Kertas Print Kasir thermal paper Roll 57 x 30 / 57x30,Kota Tangerang Selatan,58500,4.9,2294,795,5,Thanks gan paket udah mendarat dengan selamat...pelayanan ok mantab..super fast respon..top very recomended seller,Positive,Love,False,thanks gan paket udah mendarat dengan selamat.pelayanan ok mantab.super fast respon.top very recomended seller,thanks gan paket udah darat selamat layan mantab super fast respon top very recomended seller,1,3
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,5051,5,"Merek pena favoritt, murah, tintanya nyata, ga pernah macet, selalu smooth klo buat nulis",Positive,Love,False,"merek pena favoritt, murah, tintanya nyata, ga pernah macet, selalu smooth klo buat nulis",merek pena favoritt murah tinta nyata ga pernah macet selalu smooth klo buat nulis,1,3
Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,Jakarta Utara,6400,4.9,15800,2007,5,"Waaah seneng bgt beli peralatan tulis di Joyko, lengkaaap, barangnya bagus semua, harga terjangkau, sellernya fast respon, anak2 happy, top deh pokoknya",Positive,Love,False,"waah seneng bgt beli peralatan tulis di joyko, lengkaap, barangnya bagus semua, harga terjangkau, sellernya fast respon, anak2 happy, top deh pokoknya",waah neng bgt beli alat tulis joyko lengkaap barang bagus semua harga jangkau sellernya fast respon anak happy top deh pokok,1,3
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,Jakarta Utara,9300,4.9,8129,3075,5,mantappppppppppppppppppppppppppppppppp,Positive,Love,False,mantapp,mantapp,1,3
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,2134,5,Barang-barang nya bagus. dan kurirnya rela mengantarkan walupun gerimis. salut sama kurirnya,Positive,Love,False,barang-barang nya bagus. dan kurirnya rela mengantarkan walupun gerimis. salut sama kurirnya,barang barang nya bagus kurir rela antar walupun gerimis salut sama kurir,1,3
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"fast respon, recommended Seller",Positive,Love,False,"fast respon, recommended seller",fast respon recommended seller,1,3
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"mantap fast response, penjual ramah dan solutif next pasti order disini lagi thanks gan!",Positive,Love,False,"mantap fast response, penjual ramah dan solutif next pasti order disini lagi thanks gan!",mantap fast response jual ramah solutif next order sini thanks gan,1,3
Office & Stationery,Refill Isi Pulpen Frixion Pilot 0.7/0.5 atk - 0.5 HITAM,Jakarta Barat,11799,4.9,38000,2348,5,barang sampai cepeeet banget terima kasih top bgt,Positive,Love,False,barang sampai cepeet banget terima kasih top bgt,barang cepeet banget terima kasih top bgt,1,3
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"kualitas barangnya bagus sesuai dengan harapan customer, respon chat jg cepat dan ramah. rekomended seller.. sukses terus lapaknya gan.",Positive,Love,False,"kualitas barangnya bagus sesuai dengan harapan customer, respon chat jg cepat dan ramah. rekomended seller. sukses terus lapaknya gan.",kualitas barang bagus sesuai harap customer respon chat jg cepat ramah rekomended seller sukses terus lapak gan,1,3
Office & Stationery,Kabel Ties Cable Tie 2.5 x 150mm (15cm) CV 150 Kualitas baik - Putih,Jakarta Utara,3650,4.9,77000,2233,5,Bagus semuaaaaanyaaaaaa,Positive,Love,False,bagus semuaanyaa,bagus semuaanyaa,1,3
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,Repeat order yg entah keberapa. Selalu puas. Makasiii banyak gan. Sukses selaloeee yaaaa...,Positive,Love,False,repeat order yg entah keberapa. selalu puas. makasii banyak gan. sukses selaloee yaa.,repeat order yg entah berapa selalu puas makasii banyak gan sukses selaloee yaa,1,3
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"Pelayanan ramah, design maksimal, hasil sesuai harapan. recommended..",Positive,Love,False,"pelayanan ramah, design maksimal, hasil sesuai harapan. recommended.",layan ramah design maksimal hasil sesuai harap recommended,1,3
Office & Stationery,Deli Meteran Mini Plastik bahan pita fiberglass tidak mudah kerut 8214,Kab. Tangerang,14000,4.8,1928,474,5,"mungil bntukny tp bnyak fungsi, kualitas mantaapppp",Positive,Love,False,"mungil bntukny tp bnyak fungsi, kualitas mantaapp",mungil bntukny tp bnyak fungsi kualitas mantaapp,1,3
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"PRODUK BAGUS, PROSES SANGAT CEPAT, PENJUAL RAMAH DAN DESAIN BAGUS, KAMI AKAN PESAN LAGI",Positive,Love,False,"produk bagus, proses sangat cepat, penjual ramah dan desain bagus, kami akan pesan lagi",produk bagus proses sangat cepat jual ramah desain bagus pesan,1,3
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"fast respon, barang bagus, recommend..",Positive,Love,False,"fast respon, barang bagus, recommend.",fast respon barang bagus recommend,1,3
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"barang cepat banget diproses, dibungkusnya pun sangat rapi.. mantap.bisa buat langganan ini .",Positive,Love,False,"barang cepat banget diproses, dibungkusnya pun sangat rapi. mantap.bisa buat langganan ini .",barang cepat banget proses bungkus sangat rapi mantap buat langgan,1,3
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1736,5,benar benar disarankan untuk pembeli lain membeli tambahan packing.. tapi selebihnya kertasnya ok tidak cacat sama sekali.. harganya juga terjangkau.. best lah,Positive,Love,False,benar benar disarankan untuk pembeli lain membeli tambahan packing. tapi selebihnya kertasnya ok tidak cacat sama sekali. harganya juga terjangkau. best lah,benar benar saran beli beli tambah packing lebih kertas tidak cacat sama sekali harga jangkau best lah,1,3
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1736,5,mantaaaaaaaaapppppp pelayanan cepat pengirimannya... top markotop 10 bintang recommended. pagi order malam udah nyampe... luar biasa,Positive,Love,False,mantaapp pelayanan cepat pengirimannya. top markotop 10 bintang recommended. pagi order malam udah nyampe. luar biasa,mantaapp layan cepat kirim top markotop bintang recommended pagi order malam udah nyampe luar biasa,1,3
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,3015,5,"gumush bgt cutternyaa imut , warna pinkkknya cutee, seneng bangedddd lochh. thank you deliii. peralatannya lengkap and keren",Positive,Love,False,"gumush bgt cutternyaa imut , warna pinkknya cutee, seneng bangedd lochh. thank you delii. peralatannya lengkap and keren",gumush bgt cutternyaa imut warna pinkknya cutee neng bangedd lochh thank you delii alat lengkap and keren,1,3
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,3015,5,"pengirimannya cepet banget, aku pesen kemarin hari ini udah sampe. barangnya juga aman, no damage samsek. mantappp",Positive,Love,False,"pengirimannya cepet banget, aku pesen kemarin hari ini udah sampe. barangnya juga aman, no damage samsek. mantapp",kirim cepet banget aku sen kemarin hari udah sampe barang aman no damage samsek mantapp,1,3
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,3015,5,"pengirimannya lumayan cepat. warna cutternya sangattt cantik dan ukurannya mungil, jadi bisa dibawa kemana aja. mantappp bgt",Positive,Love,False,"pengirimannya lumayan cepat. warna cutternya sangatt cantik dan ukurannya mungil, jadi bisa dibawa kemana aja. mantapp bgt",kirim lumayan cepat warna cutternya sangatt cantik ukur mungil jadi bawa aja mantapp bgt,1,3
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"pelayanan ramah, gratis design, pokoknya rekomendasi banget bikin cap disini",Positive,Love,False,"pelayanan ramah, gratis design, pokoknya rekomendasi banget bikin cap disini",layan ramah gratis design pokok rekomendasi banget bikin cap sini,1,3
Office & Stationery,Lakban Bening KSATRIA Tape 200 Yard,Jakarta Pusat,15988,5.0,14500,991,5,"ernyata tebel bangat.. pengiriman cepat, packing aman, kualitas barang oke.. kereenn banget.. thanx",Positive,Love,False,"ernyata tebel bangat. pengiriman cepat, packing aman, kualitas barang oke. kereenn banget. thanx",ernyata tebel bangat kirim cepat packing aman kualitas barang oke kereenn banget thanx,1,3
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"seller komunikatif, pengerjaan cepat. udh repeat order",Positive,Love,False,"seller komunikatif, pengerjaan cepat. udh repeat order",seller komunikatif kerja cepat udh repeat order,1,3
Office & Stationery,Lakban Bening KSATRIA Tape 200 Yard,Jakarta Pusat,15988,5.0,14500,991,5,"Fast response, diproses & dikirim langsung, dikemas dengan baik (rapi & sangat aman), pengiriman sangat cepat, harga ekonomis (murah), pesanan lengkap sesuai, kualitas produk sangat baik (lentur & melekat kuat), Trusted Seller, produk & penjual sangat direkomendasikan, Terima Kasih.",Positive,Love,False,"fast response, diproses & dikirim langsung, dikemas dengan baik (rapi & sangat aman), pengiriman sangat cepat, harga ekonomis (murah), pesanan lengkap sesuai, kualitas produk sangat baik (lentur & melekat kuat), trusted seller, produk & penjual sangat direkomendasikan, terima kasih.",fast response proses kirim langsung kemas baik rapi sangat aman kirim sangat cepat harga ekonomis murah pesan lengkap sesuai kualitas produk sangat baik lentur lekat kuat trusted seller produk jual sangat rekomendasi terima kasih,1,3
Office & Stationery,Lakban Bening KSATRIA Tape 200 Yard,Jakarta Pusat,15988,5.0,14500,991,5,terbaik lah pokoknya. packing lakban doang rapih banget. keren lakbannya juga rekat banget,Positive,Love,False,terbaik lah pokoknya. packing lakban doang rapih banget. keren lakbannya juga rekat banget,baik lah pokok packing lakban doang rapih banget keren lakbannya rekat banget,1,3
Office & Stationery,Lakban Bening KSATRIA Tape 200 Yard,Jakarta Pusat,15988,5.0,14500,991,5,"top banget, kurir ramah banget, udah langganan sicepat top dah, terimakasih seller dan kurir , gak lupa juga Tokopedia terimakasih",Positive,Love,False,"top banget, kurir ramah banget, udah langganan sicepat top dah, terimakasih seller dan kurir , gak lupa juga tokopedia terimakasih",top banget kurir ramah banget udah langgan sicepat top dah terimakasih seller kurir gak lupa tokopedia terimakasih,1,3
Office & Stationery,Lakban Tokopedia - Putih,Jakarta Timur,8500,4.9,55900,5522,5,"Barangnya original, harga murah, pengiriman cepat. terimakasih tokopedia, terimakasih seller dan terimakasih untuk para kurir.. semoga Kita sehat selalu dan dijauhkan Dr segala macam virus.. Cepat sembuh Indonesiaku.. Love ya!",Positive,Love,False,"barangnya original, harga murah, pengiriman cepat. terimakasih tokopedia, terimakasih seller dan terimakasih untuk para kurir. semoga kita sehat selalu dan dijauhkan dr segala macam virus. cepat sembuh indonesiaku. love ya!",barang original harga murah kirim cepat terimakasih tokopedia terimakasih seller terimakasih kurir moga sehat selalu jauh dr segala macam virus cepat sembuh indonesia love,1,3
Office & Stationery,Lakban Tokopedia - Putih,Jakarta Timur,8500,4.9,55900,5522,5,"tokopedia, dabest.. thankssssssssssssssss",Positive,Love,False,"tokopedia, dabest. thankss",tokopedia dabest thankss,1,3
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,pelayanan bagus besok2 order lagi,Positive,Love,False,pelayanan bagus besok2 order lagi,layan bagus besok order,1,3
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"Respon cepet, ramah, solutif, kerjaan cepet banget, harga kompetitif Kerenn recommended seller",Positive,Love,False,"respon cepet, ramah, solutif, kerjaan cepet banget, harga kompetitif kerenn recommended seller",respon cepet ramah solutif kerja cepet banget harga kompetitif kerenn recommended seller,1,3
Office & Stationery,Lakban Tokopedia - Hitam,Jakarta Timur,10000,5.0,11600,1506,5,"Produknya bagus n sesuai dgn pesanan sya, seller mantul makasih skss selalu",Positive,Love,False,"produknya bagus n sesuai dgn pesanan sya, seller mantul makasih skss selalu",produk bagus sesuai dgn pesan sya seller mantul makasih skss selalu,1,3
Office & Stationery,Label Barcode MURAH 100 x 150 A6 kertas stiker thermal 500 pcs,Jakarta Utara,75000,5.0,7118,551,5,"rekomendasi bangett toko ini kiriman cepat, insya Alloh langganan",Positive,Love,False,"rekomendasi bangett toko ini kiriman cepat, insya alloh langganan",rekomendasi bangett toko kirim cepat insya alloh langgan,1,3
Office & Stationery,Label Barcode MURAH 100 x 150 A6 kertas stiker thermal 500 pcs,Jakarta Utara,75000,5.0,7118,551,5,"Pengiriman cepat, produk sangat good daya rekat bagus, seller sangat amanah, jangan ragu belanja disini",Positive,Love,False,"pengiriman cepat, produk sangat good daya rekat bagus, seller sangat amanah, jangan ragu belanja disini",kirim cepat produk sangat good daya rekat bagus seller sangat amanah jangan ragu belanja sini,1,3
Office & Stationery,Label Barcode MURAH 100 x 150 A6 kertas stiker thermal 500 pcs,Jakarta Utara,75000,5.0,7118,551,5,Bagus barangnya udah berkali kali beli di sini,Positive,Love,False,bagus barangnya udah berkali kali beli di sini,bagus barang udah kali kali beli sini,1,3
Office & Stationery,Label Barcode MURAH 100 x 150 A6 kertas stiker thermal 500 pcs,Jakarta Utara,75000,5.0,7118,551,5,"bagus, pengiriman cepet banget bakal jadi langganan nih",Positive,Love,False,"bagus, pengiriman cepet banget bakal jadi langganan nih",bagus kirim cepet banget bakal jadi langgan nih,1,3
Office & Stationery,Label Barcode MURAH 100 x 150 A6 kertas stiker thermal 500 pcs,Jakarta Utara,75000,5.0,7118,551,5,"toko langganan, karena pengiriman sangat cepat. terimakasih",Positive,Love,False,"toko langganan, karena pengiriman sangat cepat. terimakasih",toko langgan kirim sangat cepat terimakasih,1,3
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,5051,1,"Barang dipesan tanggal 15, baru dikirim tgl 21 -_- Mantep ga tuh Mantep ga tuh",Negative,Fear,False,"barang dipesan tanggal 15, baru dikirim tgl 21 -_- mantep ga tuh mantep ga tuh",barang pes tanggal baru kirim tgl mantep ga tuh mantep ga tuh,0,1
Office & Stationery,Whiteboard gantung 90 x 120 cm,Jakarta Timur,185000,4.9,1000,387,1,"whiteboard melengkung, alumunium bengkok, skrup hilang, mutu rendah sekali, jauh dari gambar & deskripsi",Negative,Fear,False,"whiteboard melengkung, alumunium bengkok, skrup hilang, mutu rendah sekali, jauh dari gambar & deskripsi",whiteboard lengkung alumunium bengkok skrup hilang mutu rendah sekali jauh gambar deskripsi,0,1
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,Jakarta Utara,9300,4.9,8129,3075,1,barang tidak sampai. tdk ada solusi,Negative,Fear,False,barang tidak sampai. tdk ada solusi,barang tidak tdk solusi,0,1
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,2134,1,Patah2 dan barang nekas di buka dari packaging nya,Negative,Fear,False,patah2 dan barang nekas di buka dari packaging nya,patah barang nekas buka packaging nya,0,1
Office & Stationery,Papan Tulis Anak Tablet Belajar Menulis Menggambar LCD Writing 8.5 Inc - Merah,Jakarta Pusat,26000,4.9,613,257,1,"Barang belum sampai sampai hari ini, Toko Pefia Tolong Reviwe lagi kerjasama dengan kurir Antaraja itu, sangat lelet dan gak bertanggung jawab, barang belum sampai sdh di konfirmasi diterima pemesan hadeeehhh, kurir abal2...lama super lelet",Negative,Fear,False,"barang belum sampai sampai hari ini, toko pefia tolong reviwe lagi kerjasama dengan kurir antaraja itu, sangat lelet dan gak bertanggung jawab, barang belum sampai sdh di konfirmasi diterima pemesan hadeehh, kurir abal2.lama super lelet",barang belum hari toko pefia reviwe kerjasama kurir antaraja sangat lelet gak tanggung jawab barang belum sdh konfirmasi terima mes hadeehh kurir abal lama super lelet,0,1
Office & Stationery,Scissors / Gunting Joyko SC-838 - SC-828,Jakarta Utara,5800,4.9,6717,647,1,"Pesanan tidak dikirim, tidak ada komunikasi apapun, tidak ada solusi pengembalian barang ataupun biaya",Negative,Fear,False,"pesanan tidak dikirim, tidak ada komunikasi apapun, tidak ada solusi pengembalian barang ataupun biaya",pesan tidak kirim tidak komunikasi apa tidak solusi kembali barang atau biaya,0,1
Office & Stationery,Refill Isi Pulpen Frixion Pilot 0.7/0.5 atk - 0.5 HITAM,Jakarta Barat,11799,4.9,38000,2348,1,"Beli 8 isi ulang sama 2 pulpen, yg dikirim cuma 6 isi ulang sama 2 pulpen. Kalo jualan yang teliti dan jujur dong gan. Sayangnya saya gak video in saat unboxing jadi kalo komplain gak ada buktinya. Rugi 20ribu ya udah lah diiklasin aja, smoga dijadikan plajaran untuk jadi pembeli yang pintar",Negative,Fear,False,"beli 8 isi ulang sama 2 pulpen, yg dikirim cuma 6 isi ulang sama 2 pulpen. kalo jualan yang teliti dan jujur dong gan. sayangnya saya gak video in saat unboxing jadi kalo komplain gak ada buktinya. rugi 20ribu ya udah lah diiklasin aja, smoga dijadikan plajaran untuk jadi pembeli yang pintar",beli isi ulang sama pulpen yg kirim cuma isi ulang sama pulpen kalo jual teliti jujur dong gan sayang gak video in unboxing jadi kalo komplain gak bukti rugi ribu udah lah diiklasin aja smoga jadi plajaran jadi beli pintar,0,1
Office & Stationery,Refill Isi Pulpen Frixion Pilot 0.7/0.5 atk - 0.5 HITAM,Jakarta Barat,11799,4.9,38000,2348,1,"Order 7 hitam. Dikirim 6 biru. Ditanya, tidak ada respons sama sekali.",Negative,Fear,False,"order 7 hitam. dikirim 6 biru. ditanya, tidak ada respons sama sekali.",order hitam kirim biru tanya tidak respons sama sekali,0,1
Office & Stationery,Refill Isi Pulpen Frixion Pilot 0.7/0.5 atk - 0.5 HITAM,Jakarta Barat,11799,4.9,38000,2348,1,"Mengenai barang sdh sesuai...., respon sangat lambat. Saya minta dikirim pake sameday (6 jam). Barang baru diantar dan keterima di hari ke 3 (cat : transaksi sebelum jam 11 siang). Packing barang saat pengiriman sangat seadanya. TIdak rekomendasi deh klw buat yang barang pengen buru-buru diterima/dipakai.",Negative,Fear,False,"mengenai barang sdh sesuai., respon sangat lambat. saya minta dikirim pake sameday (6 jam). barang baru diantar dan keterima di hari ke 3 (cat : transaksi sebelum jam 11 siang). packing barang saat pengiriman sangat seadanya. tidak rekomendasi deh klw buat yang barang pengen buru-buru diterima/dipakai.",kena barang sdh sesuai respon sangat lambat minta kirim pake sameday jam barang baru antar terima hari cat transaksi jam siang packing barang kirim sangat ada tidak rekomendasi deh klw buat barang ken buru buru terima pakai,0,1
Office & Stationery,Kabel Ties Cable Tie 2.5 x 150mm (15cm) CV 150 Kualitas baik - Putih,Jakarta Utara,3650,4.9,77000,2233,1,"butuh cepet di kirim lama di respon pun lama yang jual amanah brather,jujur nyesel gw beli di toko ini",Negative,Fear,True,"butuh cepet di kirim lama di respon pun lama yang jual amanah brather,jujur nyesel gw beli di toko ini",butuh cepet kirim lama respon lama jual amanah brather jujur nyesel gw beli toko,0,1
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37000,4.9,8097,1865,1,"dateng2 udah robek bungkusnya & kertas kotor. udah wanti2 ke penjualnya pdhal biar ga kayak gini eh tetep aja begini, bingung",Negative,Fear,False,"dateng2 udah robek bungkusnya & kertas kotor. udah wanti2 ke penjualnya pdhal biar ga kayak gini eh tetep aja begini, bingung",dateng udah robek bungkus kertas kotor udah wanti jual pdhal biar ga kayak gin eh tetep aja begini bingung,0,1
Office & Stationery,Kalkulator Citizen SDC 868L 12 Digit 2 Power,Jakarta Utara,38500,4.9,1003,253,1,Barang pecah dan rusak saat diterima,Negative,Fear,False,barang pecah dan rusak saat diterima,barang pecah rusak terima,0,1
Office & Stationery,Kalkulator Citizen SDC 868L 12 Digit 2 Power,Jakarta Utara,38500,4.9,1003,253,1,kalkulator nya mati satu tolong kak sebelum di kirim barang di tes dahulu,Negative,Fear,False,kalkulator nya mati satu tolong kak sebelum di kirim barang di tes dahulu,kalkulator nya mati satu kak kirim barang tes,0,1
Office & Stationery,Kalkulator Citizen CT-512 - Kalkulator Ukuran Sedang 12 Digit,Jakarta Barat,21900,4.9,590,108,2,beli 2 pcs tapi yang 1 rusak,Negative,Fear,False,beli 2 pcs tapi yang 1 rusak,beli pcs rusak,0,1
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1034,1,pengiriman super duper lamaaaa!!! not recommended.,Negative,Fear,False,pengiriman super duper lamaa! not recommended.,kirim super duper lamaa not recommended,0,1
Office & Stationery,gunting bahan shuaipu 9'' - 8 inch,Jakarta Barat,41000,4.9,1070,155,1,"Beli 3 tapi ada satu barang yang rusak, malah disuruh benerin sendiri",Negative,Fear,False,"beli 3 tapi ada satu barang yang rusak, malah disuruh benerin sendiri",beli satu barang rusak malah suruh benerin sendiri,0,1
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1736,1,"PENIPUAN! Barang yg dikirim HVS F4, saya baru sadar setelah pesanan selesai jadi tidak bisa ajukan komplain. Hati-hati dengan penjual ini teman-teman yg mau pesan, lebih baik di toko lain saja. Thx",Negative,Fear,False,"penipuan! barang yg dikirim hvs f4, saya baru sadar setelah pesanan selesai jadi tidak bisa ajukan komplain. hati-hati dengan penjual ini teman-teman yg mau pesan, lebih baik di toko lain saja. thx",tipu barang yg kirim hvs baru sadar pesan selesai jadi tidak aju komplain hati hati jual teman teman yg mau pesan lebih baik toko thx,0,1
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1736,1,"Sampai rumah, pas bungkus paket dibuka semua bungkus kertas sudah terbuka, kertas2 banyak yg rusak dan kotor. Sangat tidak recommended",Negative,Fear,False,"sampai rumah, pas bungkus paket dibuka semua bungkus kertas sudah terbuka, kertas2 banyak yg rusak dan kotor. sangat tidak recommended",rumah pas bungkus paket buka semua bungkus kertas buka kertas banyak yg rusak kotor sangat tidak recommended,0,1
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1736,1,"Pengiriman tidak sesuai jadwal , pengiriman sangat lama tidak di proses proses , di anjurkan sangat kalau buru jgn beli di toko ini pelayanan buruk , hanya cepat membalas chat saat mau beli , klau sudah beli boro di bales , di read saja tidak",Negative,Fear,False,"pengiriman tidak sesuai jadwal , pengiriman sangat lama tidak di proses proses , di anjurkan sangat kalau buru jgn beli di toko ini pelayanan buruk , hanya cepat membalas chat saat mau beli , klau sudah beli boro di bales , di read saja tidak",kirim tidak sesuai jadwal kirim sangat lama tidak proses proses anjur sangat kalau buru jgn beli toko layan buruk cepat balas chat mau beli klau beli boro bales read tidak,0,1
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37000,4.9,8097,1865,1,"Pengiriman tidak sesuai jadwal , pengiriman sangat lama tidak di proses proses , di anjurkan sangat kalau buru jgn beli di toko ini pelayanan buruk , hanya cepat membalas chat saat mau beli , klau sudah beli boro di bales , di read saja tidak",Negative,Fear,False,"pengiriman tidak sesuai jadwal , pengiriman sangat lama tidak di proses proses , di anjurkan sangat kalau buru jgn beli di toko ini pelayanan buruk , hanya cepat membalas chat saat mau beli , klau sudah beli boro di bales , di read saja tidak",kirim tidak sesuai jadwal kirim sangat lama tidak proses proses anjur sangat kalau buru jgn beli toko layan buruk cepat balas chat mau beli klau beli boro bales read tidak,0,1
Office & Stationery,GROSIR CUTTER BESAR Joyko L500 GRATIS REFILL PISAU 1 Tube,Jakarta Barat,12899,5.0,10800,1345,1,"beli 5 cutter , dikirim 3 cutter blade, harusnya 5 juga cutter blade",Negative,Fear,False,"beli 5 cutter , dikirim 3 cutter blade, harusnya 5 juga cutter blade",beli cutter kirim cutter blade harus cutter blade,0,1
Office & Stationery,Scissors / Gunting Joyko SC-838 - SC-828,Jakarta Utara,5800,4.9,6717,647,1,Guntingnya ga ada d paket yg d kirimkan,Negative,Fear,False,guntingnya ga ada d paket yg d kirimkan,gunting ga paket yg kirim,0,1
Office & Stationery,Tipex Correction Tape CF-235 Joyko,Jakarta Utara,1550,4.8,5395,366,1,JANGAN BELANJA DITOKO INI !!! PENIPUAN !!! YG DIKIRIM BARANG MURAHAN DAN GAK MAU DIGANTI SELISIH HARGA !!!,Negative,Fear,False,jangan belanja ditoko ini ! penipuan ! yg dikirim barang murahan dan gak mau diganti selisih harga !,jangan belanja toko tipu yg kirim barang murah gak mau ganti selisih harga,0,1
Office & Stationery,Tipex Correction Tape CF-235 Joyko,Jakarta Utara,1550,4.8,5395,366,1,"beli banyak macam barang, tapi produk ini tidak dikirimkan",Negative,Fear,False,"beli banyak macam barang, tapi produk ini tidak dikirimkan",beli banyak macam barang produk tidak kirim,0,1
Office & Stationery,"Notebook #Binding/ Custom/ Planner Dotted/ Grid/ Journal/ Agenda - garis, Hitam",Kota Tangerang Selatan,80750,4.9,3293,184,1,"Produk tidak sesuai dengan deskripsi, penjual juga salah kirim dan tdk solutif, padahal sudah dituliskan instruksi di keterangan",Negative,Fear,False,"produk tidak sesuai dengan deskripsi, penjual juga salah kirim dan tdk solutif, padahal sudah dituliskan instruksi di keterangan",produk tidak sesuai deskripsi jual salah kirim tdk solutif padahal tulis instruksi terang,0,1
Office & Stationery,"Notebook #Binding/ Custom/ Planner Dotted/ Grid/ Journal/ Agenda - garis, Hitam",Kota Tangerang Selatan,80750,4.9,3293,184,1,"Salah kirim produk, admin lama banget balesnya. Proses retur gak jelas",Negative,Fear,True,"salah kirim produk, admin lama banget balesnya. proses retur gak jelas",salah kirim produk admin lama banget balesnya proses retur gak jelas,0,1
Office & Stationery,"Notebook #Binding/ Custom/ Planner Dotted/ Grid/ Journal/ Agenda - garis, Hitam",Kota Tangerang Selatan,80750,4.9,3293,184,1,"Pengiriman lama, barang nya cacat tolong diperbaiki layanan nya !",Negative,Fear,True,"pengiriman lama, barang nya cacat tolong diperbaiki layanan nya !",kirim lama barang nya cacat baik layan nya,0,1
Office & Stationery,Deli Pen Holder/ Rak Tempat Alat Tulis 4/8 Slot Space Besar 893X - 8935 - 2 sekat,Kab. Tangerang,23000,4.8,1232,456,1,"pelayanan buruk sekali, pengiriman barang buruk sekali dan lama banget sampainya. kapok beli disini lagi gak lagi-lagi",Negative,Fear,False,"pelayanan buruk sekali, pengiriman barang buruk sekali dan lama banget sampainya. kapok beli disini lagi gak lagi-lagi",layan buruk sekali kirim barang buruk sekali lama banget sampai kapok beli sini gak,0,1
Office & Stationery,Deli Notebook A5 72 Lembar dengan pinggiran plastik T3272 - alpaca,Kab. Tangerang,12900,4.9,4084,1018,1,barang tidak sesuai dengan jumlah pesanan,Negative,Fear,False,barang tidak sesuai dengan jumlah pesanan,barang tidak sesuai jumlah pesan,0,1
